"","box","date","phase","site","eggs","chicks","eggDev","chickDev","mean_chick_weight","interpolled","mean_weightDev"
"4619","Z20","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"190.970882352941",-13.7674707591226
"4620","X25","2022-06-06","Fledge","X",0,0,0,-0.764705882352941,NA,NA,NA
"4621","Y01","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"226.189100684262",13.217502693756
"4622","Y18","2022-06-06","Provisioning","Y",0,3,0,2.02857142857143,NA,"185.60293255132",-27.368665439186
"4623","Y09","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4624","Y07","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4625","Y29","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4626","Y10","2022-06-06","Fledge","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4627","X32","2022-06-06","Provisioning","X",0,1,0,0.235294117647059,NA,"196.280758017493",0.12991478266872
"4628","Y28","2022-06-06","Fledge","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4629","Y02","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4630","Y03","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4631","Y21","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4632","X40","2022-06-06",NA,"X",0,0,0,-0.764705882352941,NA,NA,NA
"4633","Z28","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4634","Y17","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4635","Y05","2022-06-06","Provisioning","Y",0,1,0,0.0285714285714286,NA,"273.471568627451",60.499970636945
"4636","Y20","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4637","Y22","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"222.118109452736",9.14651146223
"4638","Z19","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4639","X23","2022-06-06","Fail","X",0,0,0,-0.764705882352941,NA,NA,NA
"4640","Y16","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"unkown",NA
"4641","Z11","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"187.724366471735",-17.0139866403286
"4642","Y08","2022-06-06","Fledge","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4643","Z07","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4644","Z27","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"209.778796561605",5.04044344954141
"4645","X36","2022-06-06","Provisioning","X",0,1,0,0.235294117647059,NA,"226.576608187135",30.4257649523107
"4646","X38","2022-06-06","Provisioning","X",0,2,0,1.23529411764706,NA,"unkown",NA
"4647","X39","2022-06-06","Provisioning","X",0,3,0,2.23529411764706,NA,"178.557001972387",-17.5938412624373
"4648","Y26","2022-06-06","Provisioning","Y",0,3,0,2.02857142857143,NA,"195.904093567251",-17.067504423255
"4649","Y11","2022-06-06","Fledge","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4650","Y12","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4651","Y30","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"220.207352941176",7.23575495066999
"4652","Y31","2022-06-06","Provisioning","Y",0,1,0,0.0285714285714286,260.6,"260.6",47.628402009494
"4653","Y23","2022-06-06","Fledge","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4654","Z32","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4655","Z34","2022-06-06",NA,"Z",0,0,0,-1.19047619047619,NA,NA,NA
"4656","Z22","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4657","Y04","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"176.930699233716",-36.04089875679
"4658","Z13","2022-06-06","Fledge","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4659","Z25","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"unkown",NA
"4660","Z10","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"241.036588921283",36.2982358092194
"4661","Z23","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"219.261795606495",14.5234424944314
"4662","Y14","2022-06-06","Provisioning","Y",0,3,0,2.02857142857143,NA,"161.860806916426",-51.11079107408
"4663","X01","2022-06-06",NA,"X",0,0,0,-0.764705882352941,NA,NA,NA
"4664","X27","2022-06-06","Fail","X",0,0,0,-0.764705882352941,NA,NA,NA
"4665","X35","2022-06-06","Fledge","X",0,0,0,-0.764705882352941,NA,NA,NA
"4666","Y34","2022-06-06","Provisioning","Y",0,1,0,0.0285714285714286,NA,"244.322873900293",31.351275909787
"4667","Y13","2022-06-06",NA,"Y",0,0,0,-0.971428571428571,NA,NA,NA
"4668","X28","2022-06-06",NA,"X",0,0,0,-0.764705882352941,NA,NA,NA
"4669","Y24","2022-06-06","Fledge","Y",0,1,0,0.0285714285714286,NA,NA,NA
"4670","Y32","2022-06-06","Provisioning","Y",0,3,0,2.02857142857143,NA,"191.818518518519",-21.153079471987
"4671","Y33","2022-06-06","Provisioning","Y",0,2,0,1.02857142857143,NA,"221.184682080925",8.21308409041899
"4672","Z31","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4673","Z02","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"unkown",NA
"4674","Z08","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"161.150980392157",-43.5873727199066
"4675","Z26","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"172.060392156863",-32.6779609552006
"4676","Z43","2022-06-06","Provisioning","Z",0,1,0,-0.19047619047619,NA,"unkown",NA
"4677","Y35","2022-06-06","Fail","Y",0,0,0,-0.971428571428571,NA,NA,NA
"4678","Z38","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"214.087647058824",9.34929394676041
"4679","Z18","2022-06-06","Provisioning","Z",0,1,0,-0.19047619047619,NA,"198.706997084548",-6.03135602751559
"4680","Z05","2022-06-06","Provisioning","Z",0,1,0,-0.19047619047619,NA,"241.879032258065",37.1406791460014
"4681","Z29","2022-06-06","Fledge","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4682","Z41","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4683","Z44","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4684","Z16","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"214.948542274052",10.2101891619884
"4685","Z17","2022-06-06","Fail","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4686","Z33","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"165.245307917889",-39.4930451941746
"4687","Z37","2022-06-06",NA,"Z",0,0,0,-1.19047619047619,NA,NA,NA
"4688","Z03","2022-06-06","Fledge","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4689","Z45","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"180.214804202483",-24.5235489095806
"4690","Z39","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"231.949019607843",27.2106664957794
"4691","Z42","2022-06-06","Provisioning","Z",0,1,0,-0.19047619047619,NA,"215.528985507246",10.7906323951824
"4692","Z40","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"206.514268410853",1.77591529878941
"4693","Z21","2022-06-06","Provisioning","Z",0,3,0,1.80952380952381,NA,"202.576900584795",-2.16145252726858
"4694","Z35","2022-06-06","Fledge","Z",0,0,0,-1.19047619047619,NA,NA,NA
"4695","X20","2022-06-06","Provisioning","X",0,1,0,0.235294117647059,NA,"202.548148148148",6.39730491332369
"4696","X21","2022-06-06","Provisioning","X",0,1,0,0.235294117647059,NA,"184.950741839763",-11.2001013950613
"4697","X22","2022-06-06","Provisioning","X",0,2,0,1.23529411764706,NA,"210.075438596491",13.9245953616667
"4698","MW02","2022-06-06",NA,"M",0,0,0,0,NA,NA,NA
"4699","Z09","2022-06-06","Provisioning","Z",0,2,0,0.80952380952381,NA,"unkown",NA
"4700","X18","2022-06-06","Provisioning","X",0,2,0,1.23529411764706,NA,"174.067205882353",-22.0836373524713
"4701","MW06","2022-06-06",NA,"M",0,0,0,0,NA,NA,NA
"4702","M03","2022-06-06",NA,"M",0,0,0,0,NA,NA,NA
"4703","MW01","2022-06-06",NA,"M",0,0,0,0,NA,NA,NA
"4704","Z46","2022-06-06",NA,"Z",0,0,0,-1.19047619047619,NA,NA,NA
"4705","Z30","2022-06-07","Provisioning","Z",0,2,0,1,NA,"226.876979472141",25.1941160392308
"4706","Y27","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"227.562244897959",17.0673956132827
"4707","Z15","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4708","Y15","2022-06-07",NA,"Y",0,0,0,-0.885714285714286,NA,NA,NA
"4709","Z24","2022-06-07","Provisioning","Z",0,3,0,2,NA,"208.284848484848",6.60198505193782
"4710","Z14","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4711","X33","2022-06-07","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4712","Y06","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"179.982404692082",-30.5124445925943
"4713","Y19","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4714","Y25","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"205.091228070175",-5.4036212145013
"4715","X31","2022-06-07","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4716","Z06","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4717","Z20","2022-06-07","Provisioning","Z",0,3,0,2,NA,"190.431323529412",-11.2515399034982
"4718","X25","2022-06-07","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4719","Y01","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"225.543988269795",15.0491389851187
"4720","Y18","2022-06-07","Provisioning","Y",0,3,0,2.11428571428571,NA,"185.074780058651",-25.4200692260253
"4721","Y09","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4722","Y07","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4723","Y29","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4724","Y10","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4725","X32","2022-06-07","Provisioning","X",0,1,0,0.352941176470588,NA,"195.725947521866",0.131045881055996
"4726","Y28","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4727","Y02","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4728","Y03","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4729","Y21","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4730","X40","2022-06-07",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4731","Z28","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4732","Y17","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4733","Y05","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4734","Y20","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4735","Y22","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"221.47263681592",10.9777875312437
"4736","Z19","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4737","X23","2022-06-07","Fail","X",0,0,0,-0.647058823529412,NA,NA,NA
"4738","Y16","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"unkown",NA
"4739","Z11","2022-06-07","Provisioning","Z",0,3,0,2,NA,"187.198245614035",-14.4846178188752
"4740","Y08","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4741","Z07","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4742","Z27","2022-06-07","Provisioning","Z",0,2,0,1,NA,"209.194555873925",7.51169244101482
"4743","X36","2022-06-07","Provisioning","X",0,1,0,0.352941176470588,NA,"225.923684210526",30.328782569716
"4744","X38","2022-06-07","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4745","X39","2022-06-07","Provisioning","X",0,3,0,2.35294117647059,NA,"178.054585798817",-17.540315841993
"4746","Y26","2022-06-07","Provisioning","Y",0,3,0,2.11428571428571,NA,"195.363450292398",-15.1313989922783
"4747","Y11","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4748","Y12","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4749","Y30","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"219.588823529412",9.0939742447357
"4750","Y31","2022-06-07","Provisioning","Y",0,1,0,0.114285714285714,NA,"259.859171597633",49.3643223129567
"4751","Y23","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4752","Z32","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4753","Z34","2022-06-07",NA,"Z",0,0,0,-1,NA,NA,NA
"4754","Z22","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4755","Y04","2022-06-07","Fledge","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4756","Z13","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4757","Z25","2022-06-07","Provisioning","Z",0,2,0,1,NA,"unkown",NA
"4758","Z10","2022-06-07","Provisioning","Z",0,2,0,1,NA,"240.351020408163",38.6681569752528
"4759","Z23","2022-06-07","Provisioning","Z",0,3,0,2,NA,"218.657020057307",16.9741566243968
"4760","Y14","2022-06-07","Provisioning","Y",0,3,0,2.11428571428571,NA,"161.412968299712",-49.0818809849643
"4761","X01","2022-06-07",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4762","X27","2022-06-07","Fail","X",0,0,0,-0.647058823529412,NA,NA,NA
"4763","X35","2022-06-07","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4764","Y34","2022-06-07","Provisioning","Y",0,1,0,0.114285714285714,NA,"243.630498533724",33.1356492490477
"4765","Y13","2022-06-07",NA,"Y",0,0,0,-0.885714285714286,NA,NA,NA
"4766","X28","2022-06-07",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4767","Y24","2022-06-07","Fledge","Y",0,1,0,0.114285714285714,NA,NA,NA
"4768","Y32","2022-06-07","Provisioning","Y",0,3,0,2.11428571428571,NA,"191.281481481481",-19.2133678031953
"4769","Y33","2022-06-07","Provisioning","Y",0,2,0,1.11428571428571,NA,"220.56936416185",10.0745148771737
"4770","Z31","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4771","Z02","2022-06-07","Provisioning","Z",0,2,0,1,NA,"unkown",NA
"4772","Z08","2022-06-07","Provisioning","Z",0,3,0,2,NA,"160.703921568627",-40.9789418642832
"4773","Z26","2022-06-07","Provisioning","Z",0,3,0,2,NA,"171.581568627451",-30.1012948054592
"4774","Z43","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4775","Y35","2022-06-07","Fail","Y",0,0,0,-0.885714285714286,NA,NA,NA
"4776","Z38","2022-06-07","Provisioning","Z",0,2,0,1,NA,"213.485588235294",11.8027248023838
"4777","Z18","2022-06-07","Provisioning","Z",0,1,0,0,NA,"198.148396501458",-3.53446693145219
"4778","Z05","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4779","Z29","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4780","Z41","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4781","Z44","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4782","Z16","2022-06-07","Provisioning","Z",0,2,0,1,NA,"214.335860058309",12.6529966253988
"4783","Z17","2022-06-07","Fail","Z",0,0,0,-1,NA,NA,NA
"4784","Z33","2022-06-07","Provisioning","Z",0,2,0,1,NA,"164.792961876833",-36.8899015560772
"4785","Z37","2022-06-07",NA,"Z",0,0,0,-1,NA,NA,NA
"4786","Z03","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4787","Z45","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4788","Z39","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4789","Z42","2022-06-07","Provisioning","Z",0,1,0,0,NA,"214.934782608696",13.2519191757858
"4790","Z40","2022-06-07","Provisioning","Z",0,3,0,2,NA,"205.94011627907",4.25725284615982
"4791","Z21","2022-06-07","Provisioning","Z",0,3,0,2,NA,"202.008625730994",0.325762298083816
"4792","Z35","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4793","X20","2022-06-07","Provisioning","X",0,1,0,0.352941176470588,NA,"201.985185185185",6.390283544375
"4794","X21","2022-06-07","Provisioning","X",0,1,0,0.352941176470588,NA,"184.426112759644",-11.168788881166
"4795","X22","2022-06-07","Provisioning","X",0,2,0,1.35294117647059,NA,"209.479678362573",13.884776721763
"4796","MW02","2022-06-07",NA,"M",0,0,0,0,NA,NA,NA
"4797","Z09","2022-06-07","Fledge","Z",0,0,0,-1,NA,NA,NA
"4798","X18","2022-06-07","Provisioning","X",0,2,0,1.35294117647059,NA,"173.569117647059",-22.025783993751
"4799","MW06","2022-06-07",NA,"M",0,0,0,0,NA,NA,NA
"4800","M03","2022-06-07",NA,"M",0,0,0,0,NA,NA,NA
"4801","MW01","2022-06-07",NA,"M",0,0,0,0,NA,NA,NA
"4802","Z46","2022-06-07",NA,"Z",0,0,0,-1,NA,NA,NA
"4803","Z30","2022-06-08","Provisioning","Z",0,2,0,1.21428571428571,NA,"226.242375366569",26.6389776425044
"4804","Y27","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"226.914285714286",18.2646604184666
"4805","Z15","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4806","Y15","2022-06-08",NA,"Y",0,0,0,-0.8,NA,NA,NA
"4807","Z24","2022-06-08","Provisioning","Z",0,3,0,2.21428571428571,NA,"207.687878787879",8.08448106381434
"4808","Z14","2022-06-08","Fledge","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4809","X33","2022-06-08","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4810","Y06","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"179.479472140762",-29.1701531550574
"4811","Y19","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4812","Y25","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"204.514766081871",-4.13485921394843
"4813","X31","2022-06-08","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4814","Z06","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4815","Z20","2022-06-08","Provisioning","Z",0,3,0,2.21428571428571,NA,"189.891764705882",-9.71163301818265
"4816","X25","2022-06-08","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4817","Y01","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4818","Y18","2022-06-08","Provisioning","Y",0,3,0,2.2,NA,"184.546627565982",-24.1029977298374
"4819","Y09","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4820","Y07","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4821","Y29","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4822","Y10","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4823","X32","2022-06-08","Provisioning","X",0,1,0,0.352941176470588,NA,"195.171137026239",0.13217697944313
"4824","Y28","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4825","Y02","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4826","Y03","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4827","Y21","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4828","X40","2022-06-08",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4829","Z28","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4830","Y17","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4831","Y05","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4832","Y20","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4833","Y22","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"220.827164179104",12.1775388832846
"4834","Z19","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4835","X23","2022-06-08","Fail","X",0,0,0,-0.647058823529412,NA,NA,NA
"4836","Y16","2022-06-08","Provisioning","Y",0,1,0,0.2,NA,"unkown",NA
"4837","Z11","2022-06-08","Provisioning","Z",0,3,0,2.21428571428571,NA,"186.672124756335",-12.9312729677297
"4838","Y08","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4839","Z07","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4840","Z27","2022-06-08","Provisioning","Z",0,2,0,1.21428571428571,NA,"208.610315186246",9.00691746218135
"4841","X36","2022-06-08","Provisioning","X",0,1,0,0.352941176470588,NA,"225.270760233918",30.2318001871221
"4842","X38","2022-06-08","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4843","X39","2022-06-08","Provisioning","X",0,3,0,2.35294117647059,NA,"177.552169625247",-17.4867904215489
"4844","Y26","2022-06-08","Provisioning","Y",0,3,0,2.2,NA,"194.822807017544",-13.8268182782754
"4845","Y11","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4846","Y12","2022-06-08","Fail","Y",0,0,0,-0.8,NA,NA,NA
"4847","Y30","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"218.970294117647",10.3206688218276
"4848","Y31","2022-06-08","Provisioning","Y",0,1,0,0.2,NA,"259.118343195266",50.4687178994466
"4849","Y23","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4850","Z32","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4851","Z34","2022-06-08",NA,"Z",0,0,0,-0.785714285714286,NA,NA,NA
"4852","Z22","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4853","Y04","2022-06-08","Fledge","Y",0,0,0,-0.8,NA,NA,NA
"4854","Z13","2022-06-08","Fledge","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4855","Z25","2022-06-08","Provisioning","Z",0,2,0,1.21428571428571,NA,"unkown",NA
"4856","Z10","2022-06-08","Provisioning","Z",0,2,0,1.21428571428571,NA,"239.665451895044",40.0620541709793
"4857","Z23","2022-06-08","Fledge","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4858","Y14","2022-06-08","Provisioning","Y",0,3,0,2.2,NA,"160.965129682997",-47.6844956128224
"4859","X01","2022-06-08",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4860","X27","2022-06-08","Fail","X",0,0,0,-0.647058823529412,NA,NA,NA
"4861","X35","2022-06-08","Fledge","X",0,0,0,-0.647058823529412,NA,NA,NA
"4862","Y34","2022-06-08","Provisioning","Y",0,1,0,0.2,NA,"242.938123167155",34.2884978713356
"4863","Y13","2022-06-08",NA,"Y",0,0,0,-0.8,NA,NA,NA
"4864","X28","2022-06-08",NA,"X",0,0,0,-0.647058823529412,NA,NA,NA
"4865","Y24","2022-06-08","Fledge","Y",0,1,0,0.2,NA,NA,NA
"4866","Y32","2022-06-08","Provisioning","Y",0,3,0,2.2,NA,"190.744444444444",-17.9051808513754
"4867","Y33","2022-06-08","Provisioning","Y",0,2,0,1.2,NA,"219.954046242775",11.3044209469556
"4868","Z31","2022-06-08","Fail","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4869","Z02","2022-06-08","Fledge","Z",0,0,0,-0.785714285714286,NA,NA,NA
"4870","Z08","2022-06-08","Provisioning","Z",0,2,0,1.21428571428571,NA,"160.256862745098",-39.3465349789666
"4871","Z26","2022-06-08","Provisioning","Z",0,3,0,2.21428571428571,NA,"171.102745098039",-28.5006526260256
"4872","Z43","2022-06-08","Fledge","Z",0,0,0,-0.785714285714286,NA,NA,NA
